Season,Name,Team,Level,Age,G,PA,AVG,BB%,K%,ISO,BABIP,wRAA,wOBA,wRC+,LD%,GB%,FB%,Pull%,Cent%,Oppo%,SwStr%,Pitches,PlayerId
2011,"Zach Walters","ARI","A",21,97,412,0.30193906,0.10194175,0.23300971,0.18282548,0.38610039,21.5463524954564,0.39030659549376545,144.74620346540001,0.18773946,0.40996169,0.40229885,0.42804428,0.26937269,0.30258303,0.31060606,792,"10622"
2011,"Carlos Perez","TOR","A",20,95,429,0.25587467,0.08624709,0.17249417,0.09921671,0.30448718,-3.0815243527795295,0.31228567118946227,93.85406503117538,0.15081967,0.46557377,0.38360656,0.49211356,0.24290221,0.26498423,0.20430108,744,"10642"
2012,"Carlos Perez","TOR","A",21,71,319,0.27472527,0.10971787,0.11912226,0.17216118,0.29787234,9.639654873501216,0.36307697371831016,125.01899351232883,0.10917031,0.46724891,0.42358079,0.50819672,0.21311475,0.27868852,0.16296296,540,"10642"
2010,"Rob Brantly","DET","A",20,52,217,0.25531915,0.10599078,0.10138249,0.07978723,0.28484848,-0.4968624732242596,0.32889739396395506,98.15659301137659,0.19135802,0.50617284,0.30246914,0.51497006,0.22155689,0.26347305,0.13196481,341,"10655"
2011,"Rob Brantly","DET","A",21,75,317,0.3028169,0.07570978,0.12302839,0.13732395,0.33054393,11.161670162220133,0.3678937437450004,130.12656182343355,0.1563786,0.48971193,0.35390947,0.48790323,0.25806452,0.25403226,0.18533605,491,"10655"
2011,"Gio Urshela","CLE","A",19,126,529,0.23762376,0.02646503,0.13043478,0.10891089,0.2575406,-17.988486897396534,0.27710325160407295,70.90498330782728,0.19859813,0.44626168,0.35514019,0.47058824,0.21266968,0.31674208,0.25428195,759,"10681"
2010,"Ryan LaMarre","CIN","A",21,60,263,0.28193833,0.07984791,0.20152091,0.11453744,0.34502924,5.74651397416323,0.3593226418695377,117.59111976136374,0.15028902,0.53179191,0.31791908,0.46327684,0.23163842,0.30508475,0.25601751,457,"10700"
2011,"Arismendy Alcantara","CHC","A",19,99,390,0.27100271,0.04102564,0.19487179,0.08130081,0.33676976,-6.008194851240458,0.3014999662126814,86.81867554196417,0.12587413,0.51048951,0.36363636,0.48135593,0.24067797,0.2779661,0.31900826,605,"10711"
2011,"Lane Adams","KCR","A",21,43,172,0.23026316,0.08139535,0.25581395,0.09210526,0.31192661,-3.9300682908737685,0.2917360635364757,80.449795769178,0.13461538,0.48076923,0.38461538,0.38738739,0.26126126,0.35135135,0.33980583,309,"10767"
2012,"Lane Adams","KCR","A",22,67,291,0.29770992,0.07216495,0.16494845,0.13740458,0.342723,7.088168596408572,0.3555646736729104,120.16694353404525,0.15865385,0.47596154,0.36538462,0.4109589,0.25114155,0.33789954,0.24547284,497,"10767"
2018,"Tyler Saladino","MIL","A",28,3,11,0,0.27272727,0.18181818,0,0,-1.0581690212595318,0.19735783338546753,16.510472150592282,0,0.5,0.5,0.33333333,0.33333333,0.33333333,0.07142857,56,"10807"
2010,"Jedd Gyorko","SDP","A",21,42,183,0.28395062,0.10382514,0.16939891,0.10493827,0.34108527,3.2159762532894183,0.3539329343806199,114.14837330641178,0.1796875,0.453125,0.3671875,0.39694656,0.25954198,0.34351145,0.21630094,319,"10816"
2011,"Cody Stanley","STL","A",22,101,413,0.26385224,0.0653753,0.22276029,0.16094987,0.31899642,4.402947227166595,0.33569185123211,109.12164312728765,0.15194346,0.42402827,0.42402827,0.47766323,0.23024055,0.29209622,0.33711048,706,"10838"
2011,"Greg Garcia","STL","A",21,46,174,0.27333333,0.09770115,0.13793103,0.08,0.32283465,2.093904888342999,0.33749289983926817,110.29644611583936,0.12096774,0.47580645,0.40322581,0.44186047,0.27131783,0.28682171,0.1533101,287,"10951"
2010,"Colin Walsh","STL","A",20,28,120,0.21428571,0.16666667,0.16666667,0.12244898,0.25,0.3740554758918488,0.33571209261814755,102.50957129109355,0.14473684,0.48684211,0.36842105,0.42307692,0.15384615,0.42307692,0.2034632,231,"10961"
2011,"Colin Walsh","STL","A",21,69,276,0.23913043,0.1557971,0.1557971,0.13913044,0.27717391,5.503014900075349,0.3478613953156905,117.05969471672286,0.17204301,0.46774194,0.36021505,0.52105263,0.19473684,0.28421053,0.19573643,516,"10961"
2012,"Colin Walsh","STL","A",22,97,425,0.31444759,0.14117647,0.15294118,0.21529745,0.34296029,32.8405374569836,0.4233938186582081,163.97648248536052,0.17073171,0.42160279,0.40766551,0.42662116,0.26279863,0.3105802,0.16385542,830,"10961"
2011,"Kevin Kiermaier","TBR","A",21,120,459,0.24129353,0.08061002,0.21568627,0.09701493,0.30794702,-5.224854527346215,0.3067763498094347,90.26039898772487,0.11262799,0.60409556,0.28327645,0.40764331,0.27388535,0.31847134,0.26322418,794,"11038"
2011,"Tommy Medica","SDP","A",23,44,165,0.26760563,0.1030303,0.2,0.1971831,0.33018868,7.477575826990757,0.3811530027447677,138.77542173592985,0.15238095,0.42857143,0.41904762,0.44545455,0.29090909,0.26363636,0.3,300,"11147"
2010,"Elliot Soto","CHC","A",20,3,11,0.11111111,0.09090909,0.09090909,0,0.125,-0.966755579373223,0.22101156819950452,29.243104672011274,0,0.75,0.25,0.375,0.25,0.375,0,16,"11155"
2011,"Elliot Soto","CHC","A",21,87,354,0.26100629,0.0480226,0.16384181,0.0408805,0.31679389,-8.997106715230116,0.2883697769037141,78.25400628255778,0.11328125,0.53125,0.35546875,0.4095941,0.24354244,0.34686347,0.24675325,539,"11155"
2011,"Oscar Taveras","STL","A",19,78,347,0.38636364,0.09221902,0.14985591,0.19805194,0.44047619,36.69066416684167,0.46040448839264797,190.47024097415095,0.20233463,0.49027237,0.307393,0.44061303,0.22605364,0.33333333,0.22278912,588,"11173"
2011,"Mike Freeman","ARI","A",23,70,296,0.26070039,0.09121622,0.13175676,0.07392996,0.30044843,-2.3344159605092907,0.31136287856347783,93.25213817006164,0.14479638,0.58371041,0.27149321,0.31718062,0.25991189,0.42290749,0.15821501,493,"11241"
2011,"Jabari Blash","SEA","A",21,42,162,0.21774194,0.2345679,0.2654321,0.12903225,0.30769231,4.9468906654128615,0.3617628405553214,126.1274452192899,0.1375,0.475,0.3875,0.4691358,0.34567901,0.18518519,0.26121372,379,"11247"
2012,"Jabari Blash","SEA","A",22,113,471,0.245,0.12738854,0.28450106,0.1875,0.32806324,13.620424117646396,0.36141020426578074,123.94245921030753,0.15625,0.4609375,0.3828125,0.46641791,0.25373134,0.27985075,0.29872674,1021,"11247"
2010,"Matt Szczur","CHC","A",20,6,30,0.19230769,0.1,0.16666667,0.11538462,0.23809524,-0.9805509208102174,0.29058741132418314,73.68558838013483,0.2,0.5,0.3,0.38095238,0.23809524,0.38095238,0.18,50,"11255"
2011,"Matt Szczur","CHC","A",21,66,298,0.31386861,0.0704698,0.09395973,0.11678832,0.33471074,10.231154570505309,0.36674260413086657,129.37568688671624,0.12083333,0.47916667,0.4,0.53036437,0.2388664,0.23076923,0.16551724,435,"11255"
2010,"Whit Merrifield","KCR","A",21,47,209,0.25268817,0.07177033,0.20095694,0.15591398,0.3,0.025141784659711237,0.33193491406557035,100.09684887557397,0.13475177,0.4964539,0.36879433,0.44966443,0.17449664,0.37583893,0.25885559,367,"11281"
2010,"Jake Marisnick","TOR","A",19,34,143,0.22047244,0.06293706,0.25874126,0.11811024,0.30337079,-3.754707257707167,0.298689621982845,78.86098186479737,0.13793103,0.56321839,0.29885057,0.49462366,0.16129032,0.34408602,0.32128514,249,"11339"
2011,"Jake Marisnick","TOR","A",20,118,523,0.32034632,0.08221797,0.17399618,0.17532468,0.37119114,31.86815324860208,0.4016351045211616,152.13565770240663,0.17174515,0.47922438,0.34903047,0.504,0.25333333,0.24266667,0.24164811,898,"11339"
2011,"Jesus Aguilar","CLE","A",21,95,397,0.29226361,0.08816121,0.24685139,0.252149,0.35319149,26.674625214402962,0.4098426735762394,157.48935921625093,0.19433198,0.34817814,0.45748988,0.48031496,0.27952756,0.24015748,0.3521682,761,"11342"
2011,"Brett Eibner","KCR","A",22,76,324,0.21323529,0.14814815,0.27777778,0.19485295,0.27058824,6.653780891258281,0.34864567201814534,117.57126925737298,0.13372093,0.31976744,0.54651163,0.49726776,0.23497268,0.26775956,0.31403763,691,"11369"
2010,"Tyler Holt","CLE","A",21,22,89,0.28571429,0.16853933,0.13483146,0.17142857,0.33333333,4.537414261964188,0.3960407240824266,141.04527708455456,0.16949153,0.40677966,0.42372881,0.32786885,0.27868852,0.39344262,0.15060241,166,"11391"
2010,"Ronald Torreyes","CIN","A",17,6,25,0.24,0,0.12,0.16,0.27272727,-0.983227003484469,0.2822133183479309,68.33652649380615,0.27272727,0.27272727,0.45454545,0.36363636,0.22727273,0.40909091,0.25806452,31,"11400"
2011,"Ronald Torreyes","CIN","A",18,67,306,0.35611511,0.04575163,0.0620915,0.10071942,0.37354086,16.345880018243633,0.391776946567049,145.70529631178312,0.22047244,0.51181102,0.26771654,0.43939394,0.24621212,0.31439394,0.14125561,446,"11400"
2012,"Kyle Waldrop","CIN","A",20,117,469,0.28365385,0.08102345,0.1641791,0.13701923,0.32835821,7.892668257040133,0.34591309286050775,113.93317329214744,0.22089552,0.48358209,0.29552239,0.49712644,0.22988506,0.27298851,0.2251816,826,"11402"
2011,"Dixon Machado","DET","A",19,124,491,0.23543124,0.09368635,0.15682281,0.01165501,0.28531073,-18.122163598833357,0.27329404950141906,68.42028522893628,0.16176471,0.65294118,0.18529412,0.37292818,0.24033149,0.38674033,0.2290363,799,"11472"
2012,"Kaleb Cowart","LAA","A",20,66,290,0.29277567,0.07586207,0.15172414,0.18631178,0.31924883,10.688840883415617,0.37158828233850416,130.516283896925,0.12037037,0.55092593,0.3287037,0.44144144,0.22072072,0.33783784,0.21042471,518,"11494"
2008,"Andrew Romine","LAA","A",22,126,543,0.26030369,0.10128913,0.13996317,0.07592191,0.3033419,-0.08174769438745874,0.32104462351375357,99.86856154454739,0.15831135,0.47493404,0.36675462,0.39900249,0.27182045,0.32917706,0.16907675,899,"1159"
2013,"Willson Contreras","CHC","A",21,86,345,0.2483871,0.07536232,0.19130435,0.17419355,0.28205128,3.766887674051237,0.3410260545652966,109.21450433870463,0.1125,0.54583333,0.34166667,0.5465587,0.20242915,0.25101215,0.22205882,680,"11609"
2013,"Brandon Drury","ARI","A",20,134,583,0.30228137,0.0806175,0.15780446,0.19771863,0.33962264,26.596781571318278,0.3860584381754725,138.50072748690678,0.19114219,0.37762238,0.43123543,0.50569476,0.22779043,0.26651481,0.21475257,1071,"11615"
2007,"Chris Valaika","CIN","A",21,79,331,0.30666667,0.05135952,0.21752266,0.18666666,0.36607143,14.686534828752723,0.3808875971690405,138.0688927152018,0.17467249,0.3930131,0.43231441,0.38034188,0.32478632,0.29487179,0.35347985,546,"1165"
2011,"Nick Castellanos","DET","A",19,135,562,0.31163708,0.08007117,0.23131673,0.12426036,0.40159574,19.27102312405304,0.36668665059350686,129.33918904726372,0.20053476,0.37433155,0.42513369,0.39322917,0.25260417,0.35416667,0.31350806,992,"11737"
2013,"Carlos Ramirez","TOR","A",22,114,435,0.2278481,0.07586207,0.23448276,0.14683544,0.29020979,-5.187559609070571,0.31138177016913066,89.93573074745494,0.08802817,0.49295775,0.41901408,0.53061224,0.22108844,0.24829932,0.27602906,826,"11743"
2014,"Carlos Ramirez","TOR","A",23,28,101,0.17582418,0.07920792,0.28712871,0.06593406,0.25806452,-6.443642426747045,0.23689319849014281,45.213577871964205,0.14754098,0.45901639,0.39344262,0.31746032,0.31746032,0.36507937,0.33027523,218,"11743"
2011,"Stefen Romero","SEA","A",22,116,478,0.27972028,0.06694561,0.14435146,0.18181818,0.29799427,15.249530501370748,0.3635551982176931,127.29657920597907,0.1747851,0.43553009,0.38968481,0.49453552,0.18579235,0.31967213,0.2232376,766,"11746"
2011,"Jason Rogers","MIL","A",23,64,270,0.275,0.08148148,0.17777778,0.15416667,0.31578947,4.967436386705334,0.3458406338118073,115.74157556964553,0.11917098,0.45595855,0.42487047,0.54040404,0.23232323,0.22727273,0.26086957,460,"11773"
2012,"Jason Rogers","MIL","A",24,66,279,0.30125523,0.13261649,0.16487455,0.18410042,0.34920635,16.232016538933816,0.3989194578167358,148.16896397948182,0.21578947,0.46315789,0.32105263,0.5255102,0.23469388,0.23979592,0.11514393,799,"11773"
2011,"Steven Moya","DET","A",19,86,337,0.20433437,0.03560831,0.3768546,0.15789473,0.28804348,-13.36238698604736,0.26969690727336065,66.0739113315452,0.09895833,0.39583333,0.50520833,0.46192893,0.27918782,0.25888325,0.48945783,664,"11854"
2012,"Steven Moya","DET","A",20,59,258,0.28806584,0.04263566,0.22868217,0.19341564,0.34463277,6.307052448250851,0.3556774430908263,120.23977913012673,0.15642458,0.42458101,0.41899441,0.42245989,0.2513369,0.32620321,0.34640523,459,"11854"
2011,"Yadiel Rivera","MIL","A",19,32,111,0.19417476,0.03603604,0.30630631,0.06796116,0.27941176,-8.075379505848787,0.2262788665628879,37.752830056450534,0.07352941,0.61764706,0.30882353,0.43661972,0.23943662,0.32394366,0.43718593,199,"11863"
2012,"Yadiel Rivera","MIL","A",20,127,506,0.24731183,0.0513834,0.23517787,0.15483871,0.30383481,-4.714307251850897,0.31239771366119384,92.28623507969164,0.19767442,0.42151163,0.38081395,0.48876404,0.25842697,0.25280899,0.19792439,1349,"11863"
2011,"Ronny Rodriguez","CLE","A",19,98,394,0.24594595,0.03299492,0.2106599,0.2027027,0.28571429,0.3155981150321815,0.32275848388671874,100.68535853784671,0.16245487,0.38628159,0.45126354,0.55442177,0.23809524,0.20748299,0.32253086,648,"11875"
2012,"Noel Cuevas","LAD","A",20,40,164,0.22666667,0.04878049,0.15243902,0.1,0.25806452,-5.357492512199439,0.2824648055562212,72.95314598008437,0.1147541,0.59836066,0.28688525,0.42519685,0.27559055,0.2992126,0.27935223,247,"11894"
2011,"Joc Pederson","LAD","A",19,16,60,0.16,0.11666667,0.15,0,0.19512195,-3.8590998808522996,0.2373403573440293,44.968111407477785,0.12195122,0.56097561,0.31707317,0.38095238,0.23809524,0.38095238,0.22,100,"11899"
2011,"Orlando Calixte","KCR","A",19,81,317,0.20761246,0.06309148,0.22082019,0.05536332,0.25909091,-19.021260171752754,0.24299957010990533,48.65954985271302,0.15137615,0.50458716,0.3440367,0.50666667,0.21333333,0.28,0.27703985,527,"11905"
2012,"Orlando Calixte","KCR","A",20,62,254,0.24122807,0.08267717,0.17322835,0.22368421,0.25568182,3.5866345996321884,0.342441628416221,111.69102123755424,0.12637363,0.49450549,0.37912088,0.58730159,0.23280423,0.17989418,0.21030043,466,"11905"
2013,"Nick Martini","STL","A",23,106,416,0.25205479,0.09615385,0.09615385,0.07671233,0.27692308,-3.5478260024879265,0.3157900085460764,92.80257106208865,0.14826498,0.52050473,0.33123028,0.39449541,0.25382263,0.35168196,0.08085106,940,"12005"
2012,"Nick Martini","STL","A",22,130,563,0.26556017,0.11367673,0.10657194,0.07883817,0.29716981,3.8224589111580567,0.33304397417948794,105.62125728248166,0.14593301,0.51674641,0.33732057,0.36915888,0.23364486,0.39719626,0.14539749,956,"12005"
2012,"Jon Berti","TOR","A",22,60,267,0.28125,0.12734082,0.15355805,0.08035714,0.33516484,6.9478819703415855,0.357697798345322,121.54468769467539,0.11046512,0.61627907,0.27325581,0.42780749,0.19251337,0.37967914,0.16736402,478,"12037"
2013,"Niko Goodrum","MIN","A",21,103,455,0.25974026,0.13186813,0.23076923,0.10909091,0.34532374,6.614573611432126,0.345722396241294,112.26870887502373,0.18613139,0.51824818,0.29562044,0.44755245,0.20629371,0.34615385,0.23333333,990,"12092"
2012,"Kennys Vargas","MIN","A",21,41,186,0.31818182,0.15053763,0.22043011,0.29220779,0.36190476,17.888844498970954,0.4476273766632288,179.62847107492684,0.22123894,0.44247788,0.33628319,0.35344828,0.31896552,0.32758621,0.25480769,416,"12101"
2013,"David Washington","STL","A",22,3,15,0.33333333,0.4,0.13333333,0.22222223,0.42857143,2.1833472722153213,0.5157440049307687,222.84004383254316,0.28571429,0.57142857,0.14285714,0.57142857,0.14285714,0.28571429,0.06521739,46,"12110"
2012,"Ryan Brett","TBR","A",20,100,456,0.28536585,0.08114035,0.16008772,0.10731708,0.33233533,5.237568911373657,0.3390642491782584,109.50963700646952,0.13173653,0.51796407,0.3502994,0.45906433,0.22807018,0.3128655,0.20204604,782,"12138"
2012,"Juniel Querecuto","TBR","A",19,106,436,0.24870466,0.08715596,0.18119266,0.05440415,0.31067961,-10.682359965718343,0.2929336617087871,79.71477863063544,0.20462046,0.46534653,0.330033,0.38658147,0.2715655,0.34185304,0.22733246,761,"12140"
2014,"Juniel Querecuto","TBR","A",21,88,387,0.29096045,0.06459948,0.11369509,0.05932204,0.32686084,0.305781559447582,0.32179539973341575,100.67852086486099,0.16065574,0.61639344,0.22295082,0.3836478,0.24213836,0.37421384,0.15102639,682,"12140"
2013,"Max Kepler","MIN","A",20,61,263,0.23728814,0.09125475,0.1634981,0.18644067,0.25405405,1.7182986021255566,0.33533561866702016,105.51380359476694,0.17204301,0.37096774,0.45698925,0.49484536,0.22164948,0.28350515,0.18653846,520,"12144"
2012,"Eddie Rosario","MIN","A",20,95,429,0.29591837,0.07226107,0.16083916,0.19387755,0.32911392,16.038753876139477,0.3722654993288985,130.95368531375848,0.1552795,0.48136646,0.36335404,0.39634146,0.23780488,0.36585366,0.20915033,765,"12155"
2012,"Miguel Sano","MIN","A",19,129,553,0.25820569,0.14466546,0.26039783,0.26258206,0.30716724,30.94364527529048,0.3960694432910023,146.32819446360483,0.14195584,0.30914826,0.5488959,0.41795666,0.29721362,0.28482972,0.27363184,1206,"12164"
2012,"Jorge Bonifacio","KCR","A",19,105,448,0.2815534,0.06696429,0.1875,0.15048543,0.33333333,8.641526891482957,0.34906703260507477,115.97024225593373,0.19003115,0.42679128,0.38317757,0.38787879,0.32424242,0.28787879,0.27770701,785,"12174"
2012,"Jake Hager","TBR","A",19,114,501,0.28054299,0.07984032,0.11976048,0.13122172,0.3015873,8.697518185021746,0.34659453762902154,114.37330534947834,0.19788918,0.45382586,0.34828496,0.4783715,0.2264631,0.29516539,0.16666667,834,"12198"
2012,"Scott Schebler","LAD","A",21,137,560,0.26019417,0.05357143,0.17678571,0.12815534,0.30992736,-2.865837507262011,0.3177806344118204,95.7629599646586,0.14742015,0.45454545,0.3980344,0.42042755,0.24940618,0.33016627,0.2687704,919,"12225"
2012,"Ryan Court","ARI","A",24,102,437,0.26370757,0.08695652,0.25400458,0.13577024,0.34701493,4.783237427680137,0.3383716846840011,109.06232293234932,0.16605166,0.54612546,0.28782288,0.325,0.25714286,0.41785714,0.32790989,799,"12268"
2013,"Ryan Court","ARI","A",25,29,126,0.39622642,0.12698413,0.20634921,0.18867924,0.5,14.635505256946033,0.4775898238969228,198.02696999068638,0.2,0.4375,0.3625,0.37804878,0.32926829,0.29268293,0.20503597,278,"12268"
2011,"Cory Spangenberg","SDP","A",20,47,209,0.28571429,0.06698565,0.20095694,0.07936508,0.35862069,1.690446111953649,0.3323172892181619,106.92045570609157,0.15,0.56428571,0.28571429,0.34,0.28,0.38,0.27837838,370,"12294"
2012,"Jace Peterson","SDP","A",22,117,521,0.28603604,0.11900192,0.12092131,0.10585585,0.32808399,13.955329112620898,0.35867667965024536,122.17692828485308,0.16621984,0.57908847,0.25469169,0.45038168,0.23664122,0.3129771,0.13781321,878,"12325"
2011,"Beau Taylor","OAK","A",21,43,167,0.29251701,0.10778443,0.20359281,0.07482993,0.37719298,2.8865827860757785,0.3443807119346527,114.78928556619053,0.17699115,0.54867257,0.27433628,0.3826087,0.25217391,0.36521739,0.25337838,296,"12384"
2011,"Taylor Motter","TBR","A",21,3,12,0.18181818,0.08333333,0.33333333,0.27272727,0.16666667,-0.03866477841504082,0.3174813489119212,97.2431449769562,0.14285714,0.42857143,0.42857143,0.57142857,0.14285714,0.28571429,0.37037037,27,"12399"
2012,"Taylor Motter","TBR","A",22,99,361,0.24422442,0.13850416,0.16620499,0.11881188,0.28991597,3.718285751425346,0.3375440236538817,108.52775260649071,0.17521368,0.42307692,0.4017094,0.54251012,0.18218623,0.27530364,0.19374069,671,"12399"
2012,"Kevin Pillar","TOR","A",23,86,375,0.32238806,0.09333333,0.14133333,0.12835821,0.3705036,17.565850025661707,0.3843868018475039,138.78260126050415,0.16071429,0.45357143,0.38571429,0.42253521,0.21478873,0.36267606,0.22626582,632,"12434"
